OBJECTID,mde6digt,mde6name,mde8digt,mde8name,dnr12dig,straname,hua14,hua11,hua8,cbi
"1668","021310",WEST CHESAPEAKE BAY,"02131003",South River,"021310030987",LOWER WESTERN SHORE,"02060004010017","02060004010","02060004",0.000000000000000
"1669","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080864",MIDDLE POTOMAC,"02070008030128","02070008030","02070008",3.062500000000000
"1670","021309",PATAPSCO RIVER,"02130906",Patapsco River L N Br,"021309061014",PATAPSCO/BACK,"02060003150322","02060003150","02060003",3.000000000000000
"1671","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080858",MIDDLE POTOMAC,"02070008030134","02070008030","02070008",3.027778000000000
"1672","021305",CHESTER RIVER,"02130506",Langford Creek,"021305060408",UPPER EASTERN SHORE,"02060002150211","02060002150","02060002",4.214286000000000
"1673","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050813",NOT A STRATEGY SHED,"02070010030153","02070010030","02070010",0.000000000000000
"1674","021311",PATUXENT RIVER,"02131106",Middle Patuxent River,"021311060959",PATUXENT,"02060006010058","02060006010","02060006",3.222222000000000
"1675","021309",PATAPSCO RIVER,"02130903",Baltimore Harbor,"021309031006",PATAPSCO/BACK,"02060003180405","02060003180","02060003",1.285714000000000
"1676","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050953",PATUXENT,"02060006010064","02060006010","02060006",0.000000000000000
"1677","021305",CHESTER RIVER,"02130506",Langford Creek,"021305060406",UPPER EASTERN SHORE,"02060002150209","02060002150","02060002",2.595238000000000
"1678","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100416",UPPER EASTERN SHORE,"02060002110184","02060002110","02060002",0.000000000000000
"1679","021309",PATAPSCO RIVER,"02130906",Patapsco River L N Br,"021309061015",PATAPSCO/BACK,"02060003150324","02060003150","02060003",2.685714000000000
"1680","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020852",MIDDLE POTOMAC,"02070008020101","02070008020","02070008",2.340278000000000
"1681","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050954",PATUXENT,"02060006010063","02060006010","02060006",2.333333000000000
"1682","021311",PATUXENT RIVER,"02131106",Middle Patuxent River,"021311060960",PATUXENT,"02060006010057","02060006010","02060006",3.750000000000000
"1683","021305",CHESTER RIVER,"02130508",Southeast Creek,"021305080403",UPPER EASTERN SHORE,"02060002150253","02060002150","02060002",4.035714000000000
"1684","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050952",PATUXENT,"02060006020014","02060006020","02060006",2.488095000000000
"1685","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080860",MIDDLE POTOMAC,"02070008030131","02070008030","02070008",3.216667000000000
"1686","021309",PATAPSCO RIVER,"02130906",Patapsco River L N Br,"021309061011",PATAPSCO/BACK,"02060003150326","02060003150","02060003",3.071429000000000
"1687","021399",CHESAPEAKE BAY  (PROPER),"02139998",Lower Chesapeake Bay,"021399981097",NOT A STRATEGY SHED,"02060004010024","02060004010","02060004",0.000000000000000
"1688","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080856",MIDDLE POTOMAC,"02070008030136","02070008030","02070008",3.583333000000000
"1689","021305",CHESTER RIVER,"02130506",Langford Creek,"021305060405",UPPER EASTERN SHORE,"02060002150210","02060002150","02060002",2.833333000000000
"1690","021305",CHESTER RIVER,"02130505",Lower Chester River,"021305050388",UPPER EASTERN SHORE,"02060002180331","02060002180","02060002",2.301587000000000
"1691","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060840",MIDDLE POTOMAC,"02070010020101","02070010020","02070010",3.875000000000000
"1692","021305",CHESTER RIVER,"02130509",Middle Chester River,"021305090410",UPPER EASTERN SHORE,"02060002150208","02060002150","02060002",0.000000000000000
"1693","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100421",UPPER EASTERN SHORE,"02060002110179","02060002110","02060002",0.000000000000000
"1694","021311",PATUXENT RIVER,"02131107",Rocky Gorge Dam,"021311070942",PATUXENT,"02060006020008","02060006020","02060006",3.783333000000000
"1695","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100420",UPPER EASTERN SHORE,"02060002110181","02060002110","02060002",3.138095000000000
"1696","021309",PATAPSCO RIVER,"02130903",Baltimore Harbor,"021309031009",PATAPSCO/BACK,"02060003180401","02060003180","02060003",2.840476000000000
"1697","021311",PATUXENT RIVER,"02131107",Rocky Gorge Dam,"021311070944",PATUXENT,"02060006020006","02060006020","02060006",3.083333000000000
"1698","021305",CHESTER RIVER,"02130506",Langford Creek,"021305060407",UPPER EASTERN SHORE,"02060002150213","02060002150","02060002",0.000000000000000
"1699","021309",PATAPSCO RIVER,"02130906",Patapsco River L N Br,"021309061013",PATAPSCO/BACK,"02060003150323","02060003150","02060003",2.785714000000000
"1700","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080863",MIDDLE POTOMAC,"02070008030129","02070008030","02070008",0.000000000000000
"1701","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971085",NOT A STRATEGY SHED,"02060003180405","02060003180","02060003",0.000000000000000
"1702","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060838",MIDDLE POTOMAC,"02070010020103","02070010020","02070010",2.923077000000000
"1703","021305",CHESTER RIVER,"02130505",Lower Chester River,"021305050393",UPPER EASTERN SHORE,"02060002150217","02060002150","02060002",0.000000000000000
"1704","021305",CHESTER RIVER,"02130505",Lower Chester River,"021305050394",UPPER EASTERN SHORE,"02060002150214","02060002150","02060002",0.000000000000000
"1705","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020851",MIDDLE POTOMAC,"02070008020102","02070008020","02070008",3.486111000000000
"1706","021305",CHESTER RIVER,"02130502",Miles River,"021305020442",UPPER EASTERN SHORE,"02060002180345","02060002180","02060002",2.750000000000000
"1707","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050951",PATUXENT,"02060006010065","02060006010","02060006",3.416667000000000
"1708","021311",PATUXENT RIVER,"02131106",Middle Patuxent River,"021311060958",PATUXENT,"02060006010059","02060006010","02060006",3.500000000000000
"1709","021305",CHESTER RIVER,"02130508",Southeast Creek,"021305080404",UPPER EASTERN SHORE,"02060002150215","02060002150","02060002",0.000000000000000
"1710","021311",PATUXENT RIVER,"02131107",Rocky Gorge Dam,"021311070941",PATUXENT,"02060006020009","02060006020","02060006",3.708333000000000
"1711","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050950",PATUXENT,"02060006010066","02060006010","02060006",3.166667000000000
"1712","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040515",CHOPTANK,"02060005010026","02060005010","02060005",2.440476000000000
"1713","021311",PATUXENT RIVER,"02131107",Rocky Gorge Dam,"021311070943",PATUXENT,"02060006020007","02060006020","02060006",0.000000000000000
"1714","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080862",MIDDLE POTOMAC,"02070008030130","02070008030","02070008",1.750000000000000
"1715","021309",PATAPSCO RIVER,"02130902",Bodkin Creek,"021309021000",PATAPSCO/BACK,"02060003180406","02060003180","02060003",1.738095000000000
"1716","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971087",NOT A STRATEGY SHED,"02060003180406","02060003180","02060003",0.000000000000000
"1717","021310",WEST CHESAPEAKE BAY,"02131003",South River,"021310030988",LOWER WESTERN SHORE,"02060004010018","02060004010","02060004",0.000000000000000
"1718","021305",CHESTER RIVER,"02130505",Lower Chester River,"021305050392",UPPER EASTERN SHORE,"02060002150218","02060002150","02060002",0.000000000000000
"1719","021305",CHESTER RIVER,"02130508",Southeast Creek,"021305080400",UPPER EASTERN SHORE,"02060002150216","02060002150","02060002",0.000000000000000
"1720","021305",CHESTER RIVER,"02130505",Lower Chester River,"021305050389",UPPER EASTERN SHORE,"02060002180332","02060002180","02060002",1.892857000000000
"1721","021305",CHESTER RIVER,"02130508",Southeast Creek,"021305080401",UPPER EASTERN SHORE,"02060002150252","02060002150","02060002",4.390476000000000
"1722","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040499",CHOPTANK,"02060005090126","02060005090","02060005",0.000000000000000
"1723","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080857",MIDDLE POTOMAC,"02070008030135","02070008030","02070008",2.208333000000000
"1724","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971086",NOT A STRATEGY SHED,"02060002180331","02060002180","02060002",0.000000000000000
"1725","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060839",MIDDLE POTOMAC,"02070010020102","02070010020","02070010",1.583333000000000
"1726","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050828",MIDDLE POTOMAC,"02070010030127","02070010030","02070010",2.833333000000000
"1727","021310",WEST CHESAPEAKE BAY,"02131002",Severn River,"021310021002",LOWER WESTERN SHORE,"02060004010006","02060004010","02060004",3.097884000000000
"1728","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050542",CHOPTANK,"02060005160251","02060005160","02060005",0.000000000000000
"1729","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050540",CHOPTANK,"02060005160253","02060005160","02060005",3.488095000000000
"1730","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080854",MIDDLE POTOMAC,"02070008030138","02070008030","02070008",0.000000000000000
"1731","021305",CHESTER RIVER,"02130507",Corsica River,"021305070397",UPPER EASTERN SHORE,"02060002180301","02060002180","02060002",3.811224000000000
"1732","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020850",MIDDLE POTOMAC,"02070008020103","02070008020","02070008",1.958333000000000
"1733","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050829",MIDDLE POTOMAC,"02070010030126","02070010030","02070010",3.166667000000000
"1734","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080855",MIDDLE POTOMAC,"02070008030137","02070008030","02070008",3.216667000000000
"1735","021310",WEST CHESAPEAKE BAY,"02131002",Severn River,"021310021001",LOWER WESTERN SHORE,"02060004010007","02060004010","02060004",3.270563000000000
"1736","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020848",MIDDLE POTOMAC,"02070008040151","02070008040","02070008",2.777778000000000
"1737","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050949",PATUXENT,"02060006020015","02060006020","02060006",2.079365000000000
"1738","021305",CHESTER RIVER,"02130508",Southeast Creek,"021305080399",UPPER EASTERN SHORE,"02060002150276","02060002150","02060002",3.071429000000000
"1739","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971088",NOT A STRATEGY SHED,"02060002180332","02060002180","02060002",0.000000000000000
"1740","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050535",CHOPTANK,"02060005160257","02060005160","02060005",0.000000000000000
"1741","021305",CHESTER RIVER,"02130508",Southeast Creek,"021305080398",UPPER EASTERN SHORE,"02060002150277","02060002150","02060002",3.357143000000000
"1742","021305",CHESTER RIVER,"02130508",Southeast Creek,"021305080402",UPPER EASTERN SHORE,"02060002150251","02060002150","02060002",0.000000000000000
"1743","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050948",PATUXENT,"02060006020016","02060006020","02060006",2.785714000000000
"1744","021310",WEST CHESAPEAKE BAY,"02131001",Magothy River,"021310011005",LOWER WESTERN SHORE,"02060004010002","02060004010","02060004",2.511905000000000
"1745","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050526",CHOPTANK,"02060005160306","02060005160","02060005",0.000000000000000
"1746","021302",POCOMOKE RIVER,"02130206",Tangier Sound,"021302060618",LOWER EASTERN SHORE,"02060005240604","02060005240","02060005",0.000000000000000
"1747","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060837",MIDDLE POTOMAC,"02070010020104","02070010020","02070010",2.041667000000000
"1748","021311",PATUXENT RIVER,"02131104",Patuxent River upper,"021311040940",PATUXENT,"02060006020010","02060006020","02060006",1.666667000000000
"1749","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040514",CHOPTANK,"02060005010027","02060005010","02060005",2.904762000000000
"1750","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050536",CHOPTANK,"02060005160255","02060005160","02060005",2.880952000000000
"1751","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050826",MIDDLE POTOMAC,"02070010030131","02070010030","02070010",3.690476000000000
"1752","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020846",MIDDLE POTOMAC,"02070008040176","02070008040","02070008",2.815476000000000
"1753","021310",WEST CHESAPEAKE BAY,"02131002",Severn River,"021310020999",LOWER WESTERN SHORE,"02060004010008","02060004010","02060004",0.000000000000000
"1754","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020849",MIDDLE POTOMAC,"02070008020104","02070008020","02070008",2.027778000000000
"1755","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050827",MIDDLE POTOMAC,"02070010030128","02070010030","02070010",0.000000000000000
"1756","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971089",NOT A STRATEGY SHED,"02060004010003","02060004010","02060004",0.000000000000000
"1757","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050538",CHOPTANK,"02060005160276","02060005160","02060005",2.785714000000000
"1758","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050818",MIDDLE POTOMAC,"02070010030130","02070010030","02070010",2.464286000000000
"1759","021310",WEST CHESAPEAKE BAY,"02131001",Magothy River,"021310011004",LOWER WESTERN SHORE,"02060004010003","02060004010","02060004",1.761905000000000
"1760","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050825",MIDDLE POTOMAC,"02070010030132","02070010030","02070010",2.604762000000000
"1761","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971090",NOT A STRATEGY SHED,"02060002180337","02060002180","02060002",0.000000000000000
"1762","021305",CHESTER RIVER,"02130507",Corsica River,"021305070395",UPPER EASTERN SHORE,"02060002180333","02060002180","02060002",2.925595000000000
"1763","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050539",CHOPTANK,"02060005160254","02060005160","02060005",0.000000000000000
"1764","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050541",CHOPTANK,"02060005160252","02060005160","02060005",0.000000000000000
"1765","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040512",CHOPTANK,"02060005010029","02060005010","02060005",2.928571000000000
"1766","021310",WEST CHESAPEAKE BAY,"02131001",Magothy River,"021310011003",LOWER WESTERN SHORE,"02060004010004","02060004010","02060004",1.785714000000000
"1767","021399",CHESAPEAKE BAY  (PROPER),"02139998",Lower Chesapeake Bay,"021399981121",NOT A STRATEGY SHED,"02060005240604","02060005240","02060005",0.000000000000000
"1768","021305",CHESTER RIVER,"02130505",Lower Chester River,"021305050390",UPPER EASTERN SHORE,"02060002180337","02060002180","02060002",2.785714000000000
"1769","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050537",CHOPTANK,"02060005160256","02060005160","02060005",3.714286000000000
"1770","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050824",MIDDLE POTOMAC,"02070010030133","02070010030","02070010",1.988095000000000
"1771","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040513",CHOPTANK,"02060005010028","02060005010","02060005",0.000000000000000
"1772","021402",WASHINGTON METROPOLITAN,"02140207",Cabin John Creek,"021402070841",MIDDLE POTOMAC,"02070008040201","02070008040","02070008",2.045455000000000
"1773","021311",PATUXENT RIVER,"02131104",Patuxent River upper,"021311040939",PATUXENT,"02060006020011","02060006020","02060006",2.023810000000000
"1774","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040509",CHOPTANK,"02060005090051","02060005090","02060005",2.630952000000000
"1775","021311",PATUXENT RIVER,"02131104",Patuxent River upper,"021311040938",PATUXENT,"02060006020012","02060006020","02060006",2.202381000000000
"1776","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050947",PATUXENT,"02060006020017","02060006020","02060006",2.253968000000000
"1777","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050946",PATUXENT,"02060006020018","02060006020","02060006",2.246032000000000
"1778","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020847",MIDDLE POTOMAC,"02070008040152","02070008040","02070008",0.000000000000000
"1779","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040511",CHOPTANK,"02060005010030","02060005010","02060005",0.000000000000000
"1780","021310",WEST CHESAPEAKE BAY,"02131002",Severn River,"021310020998",LOWER WESTERN SHORE,"02060004010009","02060004010","02060004",1.714286000000000
"1781","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060836",MIDDLE POTOMAC,"02070010020105","02070010020","02070010",1.333333000000000
"1782","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040508",CHOPTANK,"02060005090052","02060005090","02060005",2.333333000000000
"1783","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050534",CHOPTANK,"02060005160258","02060005160","02060005",3.615873000000000
"1784","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040510",CHOPTANK,"02060005090076","02060005090","02060005",1.285714000000000
"1785","021305",CHESTER RIVER,"02130507",Corsica River,"021305070396",UPPER EASTERN SHORE,"02060002180302","02060002180","02060002",3.685714000000000
"1786","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050823",MIDDLE POTOMAC,"02070010030134","02070010030","02070010",3.095238000000000
"1787","021399",CHESAPEAKE BAY  (PROPER),"02139998",Lower Chesapeake Bay,"021399981091",NOT A STRATEGY SHED,"02060004010004","02060004010","02060004",0.000000000000000
"1788","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040507",CHOPTANK,"02060005090101","02060005090","02060005",0.000000000000000
"1789","021310",WEST CHESAPEAKE BAY,"02131003",South River,"021310030995",LOWER WESTERN SHORE,"02060004010013","02060004010","02060004",2.142857000000000
"1790","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050821",MIDDLE POTOMAC,"02070010030129","02070010030","02070010",1.500000000000000
"1791","021311",PATUXENT RIVER,"02131104",Patuxent River upper,"021311040937",PATUXENT,"02060006020013","02060006020","02060006",2.809524000000000
"1792","021399",CHESAPEAKE BAY  (PROPER),"02139998",Lower Chesapeake Bay,"021399981092",NOT A STRATEGY SHED,"02060002180338","02060002180","02060002",0.000000000000000
"1793","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040505",CHOPTANK,"02060005090103","02060005090","02060005",2.912698000000000
"1794","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020845",MIDDLE POTOMAC,"02070008040177","02070008040","02070008",1.888889000000000
"1795","021305",CHESTER RIVER,"02130511",Kent Island Bay,"021305110428",UPPER EASTERN SHORE,"02060002180338","02060002180","02060002",0.000000000000000
"1796","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050529",CHOPTANK,"02060005160326","02060005160","02060005",3.797619000000000
"1797","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040482",CHOPTANK,"02060005220427","02060005220","02060005",0.000000000000000
"1798","021310",WEST CHESAPEAKE BAY,"02131002",Severn River,"021310020997",LOWER WESTERN SHORE,"02060004010010","02060004010","02060004",2.488095000000000
"1799","021310",WEST CHESAPEAKE BAY,"02131003",South River,"021310030994",LOWER WESTERN SHORE,"02060004010012","02060004010","02060004",2.690476000000000
"1800","021305",CHESTER RIVER,"02130505",Lower Chester River,"021305050391",UPPER EASTERN SHORE,"02060002180334","02060002180","02060002",2.702381000000000
"1801","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050533",CHOPTANK,"02060005160277","02060005160","02060005",0.000000000000000
"1802","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050822",MIDDLE POTOMAC,"02070010030135","02070010030","02070010",3.038095000000000
"1803","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040506",CHOPTANK,"02060005090102","02060005090","02060005",0.000000000000000
"1804","021310",WEST CHESAPEAKE BAY,"02131003",South River,"021310030993",LOWER WESTERN SHORE,"02060004010016","02060004010","02060004",0.000000000000000
"1805","021305",CHESTER RIVER,"02130503",Wye River,"021305030436",UPPER EASTERN SHORE,"02060002180335","02060002180","02060002",3.914286000000000
"1806","021305",CHESTER RIVER,"02130501",Eastern Bay,"021305010429",UPPER EASTERN SHORE,"02060002180343","02060002180","02060002",0.000000000000000
"1807","021305",CHESTER RIVER,"02130503",Wye River,"021305030433",UPPER EASTERN SHORE,"02060002180336","02060002180","02060002",0.000000000000000
"1808","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040502",CHOPTANK,"02060005090077","02060005090","02060005",3.535714000000000
"1809","021399",CHESAPEAKE BAY  (PROPER),"02139998",Lower Chesapeake Bay,"021399981093",NOT A STRATEGY SHED,"02060004010010","02060004010","02060004",0.000000000000000
"1810","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060831",MIDDLE POTOMAC,"02070010020106","02070010020","02070010",2.666667000000000
"1811","021311",PATUXENT RIVER,"02131103",Western Branch,"021311030929",PATUXENT,"02060006030102","02060006030","02060006",3.228571000000000
"1812","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050531",CHOPTANK,"02060005160301","02060005160","02060005",4.190476000000000
"1813","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040501",CHOPTANK,"02060005090078","02060005090","02060005",0.000000000000000
"1814","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040504",CHOPTANK,"02060005090104","02060005090","02060005",3.095238000000000
"1815","021310",WEST CHESAPEAKE BAY,"02131003",South River,"021310030992",LOWER WESTERN SHORE,"02060004010014","02060004010","02060004",2.409524000000000
"1816","021311",PATUXENT RIVER,"02131103",Western Branch,"021311030928",PATUXENT,"02060006030101","02060006030","02060006",0.000000000000000
"1817","021311",PATUXENT RIVER,"02131104",Patuxent River upper,"021311040935",PATUXENT,"02060006030076","02060006030","02060006",1.428571000000000
"1818","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060831",NOT A STRATEGY SHED,"02070010020106","02070010020","02070010",2.666667000000000
"1819","021305",CHESTER RIVER,"02130503",Wye River,"021305030437",UPPER EASTERN SHORE,"02060002180361","02060002180","02060002",3.462585000000000
"1820","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020844",MIDDLE POTOMAC,"02070008040226","02070008040","02070008",1.722222000000000
"1821","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050522",CHOPTANK,"02060005160351","02060005160","02060005",4.690476000000000
"1822","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050532",CHOPTANK,"02060005160302","02060005160","02060005",0.000000000000000
"1823","021310",WEST CHESAPEAKE BAY,"02131003",South River,"021310030991",LOWER WESTERN SHORE,"02060004010019","02060004010","02060004",0.000000000000000
"1824","021311",PATUXENT RIVER,"02131103",Western Branch,"021311030927",PATUXENT,"02060006030126","02060006030","02060006",2.369048000000000
"1825","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060831",MIDDLE POTOMAC,"02070010020106","02070010020","02070010",2.666667000000000
"1826","021311",PATUXENT RIVER,"02131104",Patuxent River upper,"021311040934",PATUXENT,"02060006030077","02060006030","02060006",0.000000000000000
"1827","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020844",NOT A STRATEGY SHED,"02070008040226","02070008040","02070008",1.722222000000000
"1828","021311",PATUXENT RIVER,"02131103",Western Branch,"021311030926",PATUXENT,"02060006030103","02060006030","02060006",3.702381000000000
"1829","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040500",CHOPTANK,"02060005090079","02060005090","02060005",0.000000000000000
"1830","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050528",CHOPTANK,"02060005160303","02060005160","02060005",0.000000000000000
"1831","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060831",MIDDLE POTOMAC,"02070010020106","02070010020","02070010",2.666667000000000
"1832","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050527",CHOPTANK,"02060005160305","02060005160","02060005",0.000000000000000
"1833","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050818",NOT A STRATEGY SHED,"02070010030130","02070010030","02070010",2.464286000000000
"1834","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050816",MIDDLE POTOMAC,"02070010030151","02070010030","02070010",2.134921000000000
"1835","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040494",CHOPTANK,"02060005090151","02060005090","02060005",4.380952000000000
"1836","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040497",CHOPTANK,"02060005090128","02060005090","02060005",0.000000000000000
"1837","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040498",CHOPTANK,"02060005090127","02060005090","02060005",0.000000000000000
"1838","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050525",CHOPTANK,"02060005160327","02060005160","02060005",0.000000000000000
"1839","021310",WEST CHESAPEAKE BAY,"02131003",South River,"021310030990",LOWER WESTERN SHORE,"02060004010021","02060004010","02060004",0.000000000000000
"1840","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060830",NOT A STRATEGY SHED,"02070010080001","02070010080","02070010",0.000000000000000
"1841","021311",PATUXENT RIVER,"02131104",Patuxent River upper,"021311040933",PATUXENT,"02060006030078","02060006030","02060006",0.000000000000000
"1842","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040496",CHOPTANK,"02060005090129","02060005090","02060005",3.190476000000000
"1843","021305",CHESTER RIVER,"02130503",Wye River,"021305030435",UPPER EASTERN SHORE,"02060002180340","02060002180","02060002",4.333333000000000
"1844","021310",WEST CHESAPEAKE BAY,"02131002",Severn River,"021310020996",LOWER WESTERN SHORE,"02060004010022","02060004010","02060004",0.000000000000000
"1845","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050524",CHOPTANK,"02060005160307","02060005160","02060005",0.000000000000000
"1846","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050808",MIDDLE POTOMAC,"02070010030136","02070010030","02070010",0.000000000000000
"1847","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050808",NOT A STRATEGY SHED,"02070010030136","02070010030","02070010",0.000000000000000
"1848","021304",CHOPTANK RIVER,"02130405",Tuckahoe Creek,"021304050523",CHOPTANK,"02060005160376","02060005160","02060005",0.000000000000000
"1849","021311",PATUXENT RIVER,"02131104",Patuxent River upper,"021311040932",PATUXENT,"02060006030079","02060006030","02060006",0.000000000000000
"1850","021399",CHESAPEAKE BAY  (PROPER),"02139998",Lower Chesapeake Bay,"021399981094",NOT A STRATEGY SHED,"02060004010022","02060004010","02060004",0.000000000000000
"1851","021305",CHESTER RIVER,"02130503",Wye River,"021305030432",UPPER EASTERN SHORE,"02060002180341","02060002180","02060002",0.000000000000000
"1852","021310",WEST CHESAPEAKE BAY,"02131003",South River,"021310030989",LOWER WESTERN SHORE,"02060004010020","02060004010","02060004",0.000000000000000
