Site.No,Site.Name,Street.Address,County,city,state,zip,Type,ObjectId,x,y
163011,Manor Village Buckeystown,5392- 5399 George St,Frederick,Buckeystown,MD,21717,Compliance,6740,-77.4318850003295,39.3346950000079
157207,Corporate Hangar Strowmwater System Improvements for Martin State Airport,"503 Wilson Point Rd , 39.331 -76.4259",Baltimore,Middle River,MD,21220,Compliance,6741,-76.4273367464423,39.331375654719
161471,Charles Gagnon,45655 Swanfall Way,St. Mary's,California,MD,20619,Compliance,6742,-76.4951469640979,38.3252179845314
66038,Stephen H Van Devanter,"42632 DELLA BROOK LANE, Lot 3",St. Mary's,Mechanicsville,MD,20659,Compliance,6743,-76.6037151520574,38.405603437438
162108,Marco and Victoria Harris,3116 Bayview Dr,Dorchester,Church Creek,MD,21622,Compliance,6744,-76.2603349872039,38.3719530040159
163195,Lot 10B 1 White Marsh Community Section 1,Lot 10B 1 White Marsh Community Section 1,Baltimore,White Marsh,MD,21162,Compliance,6745,-76.4239699002833,39.3840591001086
86838,Wa Engineering/chestnut Grove Rd/culvert,CHESTNUT GROVE ROAD,Washington,Sharpsburg,MD,,Compliance,6746,-77.713437229653,39.3800166723012
153987,"M Luis Products Co., Inc.",14900 Old Dover Rd,Montgomery,Rockville,MD,20850,Compliance,6747,-77.1439433921567,39.0995021563558
163046,Donut Connection California,22807 Three Notch rd,St. Mary's,California,MD,20619,Compliance,6748,-76.4999590144961,38.2935159927272
162053,AFCO-BWI Air Cargo Transfer Facility,"39.17, -76.69, (northwest of Gate P/Mathison Way intersection)",Anne Arundel,BWI Airport,MD,21240,Compliance,6749,-76.6711585004458,39.1896283997643
163107,PAF 19-3040/Discharge into Sligo Creek,"38.984685, -77.002813",Montgomery,Takoma Park,MD,20912,Compliance,6750,-76.9936617004171,38.9819399001472
156083,Replace swimming pool at Camp Greentop,"Camp Greentop, 39.645259 -77.475724",Frederick,Sabillasville,MD,21780,Compliance,6751,-77.4603600003265,39.7053749997719
161195,Jack Malunney FHO,"end of Mill Run Road, entrance is on Whitey Lane",Garrett,Friendsville,MD,21531,Compliance,6752,-79.4016986002427,39.6629420002782
160436,Anna Williams Estate FHO,"Two Tracts, Friendsville Addison Road & Gravel Hill Road",Garrett,Friendsville,MD,21531,Compliance,6753,-79.3951761395772,39.6645471034451
163253,901 Chesapeake Avenue and Black Substance in Baltimore Harbor,901 Chesapeake Avenue,Baltimore City,Brooklyn,MD,21225,Compliance,6754,-76.5955459384406,39.2390860693422
162444,A.W. Sisk & Son,", 148 & 150 Mill St.",Caroline,Preston,MD,21655,Compliance,6755,-75.9116800021386,38.7118629827852
163930,Caruso Homes,"341 Manning Road, Md 210/Md 228",Prince George's,Accokeek,MD,20607,Compliance,6756,-77.0113876259126,38.6613395521077
153103,Town of Federalsburg/Marshyhope Creek,"East Central Avenue, East of 105 Central Ave",Caroline,Federalsburg,MD,21632,Compliance,6757,-75.7797599996723,38.693219999724
163943,Hotel Monte Carlo,216 North Baltimore Ave,Worcester,Ocean City,MD,21842,Compliance,6758,-75.0844099630489,38.3342699792287
163971,Lupcho Property 6931 Burkittsville Rd,"Edward Lupcho, 6931 Burkittsville Rd",Frederick,Middletown,MD,21769,Compliance,6759,-77.5654431750395,39.4220791142579
23018,Dickerson Harbor Marina,3631 Trappe Landing Rd,Talbot,Trappe,MD,21673,Compliance,6760,-76.0828940228297,38.6583089710803
163928,7 Glenwood Road,7 Glenwood Road,Harford,Bel Air,MD,21014,Compliance,6761,-76.3272769732559,39.5145620169423
163111,CE DPW - Oldfield Point Rd Improvements,Old Ferry Rd to Old Chestnut Rd,Cecil,Elkton,MD,21921,Compliance,6762,-75.880240082902,39.5586131558116
145470,"Montgomery Village Foundation, Inc","east of Goshen Rd, betwn Beaver Ridge Rd and Remsbury Pl",Montgomery,Montgomery Village,MD,20886,Compliance,6763,-77.1976839999996,39.1861545999573
163722,27006 Maple Dr,27006 Maple Dr,St. Mary's,Mechanicsville,MD,20659,Compliance,6764,-76.6201379876899,38.4096719875979
163723,26990 Maple Dr,26990 Maple Dr,St. Mary's,Mechanicsville,MD,20659,Compliance,6765,-76.6198010350167,38.4094610150217
159189,US Army-Andrews AFB-Hanger 21,"San Antonio Blvd N, Wisconsin Rd E, S Perimeter Rd and Wheeling Rd S, 38.796886, -76.897899",Prince George's,Andrews Air Force Base,MD,20762,Compliance,6766,-76.8808299284561,38.7884100426417
163844,Fink FHO,"10127 Piney Mountain Road, SW",Allegany,Eckhart Mines,MD,21528,Compliance,6767,-78.879861029966,39.6556030029364
131397,Chick-Fil-A,1845 Main St,Queen Anne's,Chester,MD,21619,Compliance,6768,-76.2765040137344,38.9745750038071
163923,Accu Trench Mark Howard,305 N University Ave,Caroline,Federalsburg,MD,21632,Compliance,6769,-75.781050973957,38.6955699877129
138746,MO DEP-Mid-County Highway-Asset 11556,Mid-County Hwy (MD 124) EB betwn Montgomery Village Ave and Goshen Rd,Montgomery,Gaithersburg,MD,20877,Compliance,6770,-77.1853699524754,39.1898900455097
161243,Town of Federalsburg - Chambers Lake Dam Repair,Off E Central Ave,Caroline,Federalsburg,MD,21632,Compliance,6771,-75.7681120331683,38.6952187459695
163986,Blue Moon Farm,10812 liberty rd,Baltimore,Randallstown,MD,21133,Compliance,6772,-76.853438567983,39.3948231896447
140282,MO DEP-The Plantations II,Rolling Fork Way btwn White Pillar Terr and Primrose View Ct,Montgomery,Gaithersburg,MD,20882,Compliance,6773,-77.1958298970161,39.2458300287646
74034,Yacht Maintenance Co. Inc,101 Hayward St.,Dorchester,Cambridge,MD,21613,Compliance,6774,-76.0704405558751,38.5708224454646
107019,Railroad Cuilver Repair,39.222972 -76.073463,Kent,Chestertown,MD,21620,Compliance,6775,-76.066560000036,39.2155549999186
145549,West Park Village LLC,5901 Old National Pike,Frederick,Frederick,MD,21702,Compliance,6776,-77.4626340055182,39.4189690098195
156212,Agile Chemical Facility - Biazzi Plant,"NAVFAC, 38.578888, -77.189255",Charles,Indian Head,MD,20640,Compliance,6777,-77.1599249995762,38.5980749997284
16689,Northrop Grumman Systems Corporation - Deep Ocean Test Facility,2005 Argiro Drive,Anne Arundel,Annapolis,MD,21402,Compliance,6778,-76.4706729804263,38.9835700018795
151545,EYA Inc-Chevy Chase Lake,"Chevy Chase Lake Dr, east of Connecticut Ave",Montgomery,Chevy Chase,MD,20815,Compliance,6779,-77.0758539996703,38.9958150002352
164115,Milton Hudson Property,2211 Trevanion Rd,Carroll,Taneytown,MD,21787,Compliance,6780,-77.154842976689,39.6355689966386
163935,Clow Storage Warehouse,", 9240 Centreville Rd",Talbot,Easton,MD,21601,Compliance,6781,-76.063404016322,38.8034299940359
164252,Woozley Property,6812 Rockcrest Circle,Frederick,New Market,MD,21774,Compliance,6782,-77.2921149978877,39.4211700133666
24710,LMC Properties,195 Chesapeake Park Plaza,Baltimore,Middle River,MD,21220,Compliance,6783,-76.4358679658472,39.3308359802037
159448,FR Utilities and Solid Waste Mgmt-Pinehurst Esplande,"NE terminus of Rockcrest Ct, 39.421482, -77.292656",Frederick,New Market,MD,21774,Compliance,6784,-77.3089945001798,39.4195619001989
163980,Severn Run adjacent Burns Crossing Rd & Old Mill Rd,Adjacent Burns Crossing Rd & Old Mill Rd Intersection,Anne Arundel,Severn,MD,21144,Compliance,6785,-76.6856599115509,39.1023300443972
33181,"Wright's Auto, LLC",826 Union Church Rd,Cecil,Elkton,MD,21921,Compliance,6786,-75.9049660134681,39.660444012661
162212,Harrisburg Court Culvert Replacement,"38655 harrisburg Court, Three Notch Trail MP 7",St. Mary's,Mechanicsville,MD,20659,Compliance,6787,-76.739196971032,38.4386009950073
145499,MO DOT-Wapakoneta Road,Wapakoneta Rd: Namakagan Rd to Walhonding Rd,Montgomery,Bethesda,MD,20816,Compliance,6788,-77.1025279996935,38.9568740999433
146069,MO DOT-Stoneybrook Drive,"Stoneybrook Drive, intersection of Central View Ave and Stoneybrook Drive",Montgomery,Silver Spring,MD,20910,Compliance,6789,-77.0252749998934,38.994914999771
163989,Sigler property_3610 Clover Lane,3610 Clover Lane,Calvert,Port Republic,MD,20676,Compliance,6790,-76.5467840633968,38.4858106489195
29771,Royal Farms Store #005,901 Snow Hill Rd,Wicomico,Salisbury,MD,21804,Compliance,6791,-75.5815569847037,38.3476270032374
162216,Beglin Station Stormwater Maintenance Plan,", 810 Beaglin Park Dr",Wicomico,Salisbury,MD,21804,Compliance,6792,-75.5808440206087,38.3478090162009
140302,Michael Willey,5544 Forest Grove Rd,Wicomico,Parsonsburg,MD,21849,Compliance,6793,-75.4681960197004,38.343597989473
159857,James Fazenbaker FHO -N of Ridenour,"340 ft North of Ridenour & , Crystal Falls Rd Intersection",Washington,Hagerstown,MD,21740,Compliance,6794,-77.6127098860396,39.5720000566179
162163,Carville Substation DP & L,", Blue Star Memorial Hwy",Queen Anne's,Queen Anne,MD,21657,Compliance,6795,-76.1124095279455,39.0077606745958
153938,MD SHA-Project No SM774A21/SM7745171 -Point Lookout Road (MD 5),Pt Lookout Rd: Camp Brown Rd to causeway,St. Mary's,Scotland,MD,20687,Compliance,6796,-76.3353483001511,38.0735905998089
163667,The Willows at Centreville,", Little Hut Dr",Queen Anne's,Centreville,MD,21617,Compliance,6797,-76.056036294873,39.0414616276555
160427,David Jarrell,14710 Eisenhower Way,St. Mary's,Scotland,MD,20687,Compliance,6798,-76.3337880351987,38.0705629838999
4129,R. Paul Smith Power Station,15952 Lockwood Rd,Washington,Williamsport,MD,21795,Compliance,6799,-77.8186290924306,39.5895659686915
129444,17760 Lawrence St,17760 Lawrence St,St. Mary's,Saint Inigoes,MD,20684,Compliance,6800,-76.4239990227665,38.1550660210779
158699,General Services Warehouse,312 Safety Drive,Queen Anne's,Centreville,MD,21617,Compliance,6801,-76.0194850227552,39.0338320002817
156482,QAC Board of Ed Ground Mount PV System,231 Ruthsburg Road,Queen Anne's,Centreville,MD,21617,Compliance,6802,-76.050143007046,39.03408999512
156538,Anchor Marina,36 Iroquois Dr,Cecil,North East,MD,21901,Compliance,6803,-75.9442250036849,39.5925220149707
160223,Mark and Sarah Dale,43599 Blake Creek Rd,St. Mary's,Leonardtown,MD,20650,Compliance,6804,-76.5685689995541,38.201701002109
161556,"EIP III Credit Co, LLC-Little Elk/Little NE Creeks-Stream Restoration","N Little Elk Creek Rd, 39.706377, -75.898293",Cecil,Elkton,MD,21921,Compliance,6805,-75.9012241593055,39.7081763098378
164037,McDonald residence,19904 Woodland Road,Allegany,Frostburg,MD,21532,Compliance,6806,-78.9506850109582,39.6080250153992
164594,411 Cherry Hill Road,411 Cherry Hill Road,Harford,Street,MD,21154,Compliance,6807,-76.3836103346045,39.6397737566539
159718,Brooke's House,Technology Blvd (End),Washington,Hagerstown,MD,21740,Compliance,6808,-77.7586035923822,39.6013477641942
164040,Grinder property/11955 Riverside Road,11955 Riverside Road,Charles,Nanjemoy,MD,20662,Compliance,6809,-77.2480140334922,38.3817270158452
148291,MNCPPC-Beach Drive and Rock Creek Trail,Beach Dr betwn Old Spring Rd and Stoneybrook Dr,Montgomery,Kensington,MD,20891,Compliance,6810,-77.1042199998874,39.0459200002534
158535,"NAS Patuxent River Clear Zone, ZBuilding Demolition Plan","near Johnson Rd, 38.2794 -76.394",St. Mary's,Patuxent River,MD,20670,Compliance,6811,-76.3948007837444,38.2804468448801
145277,"MO DOT-Bridge No MPK-03, Park Valley Road","Park Valley Rd, 0.2 mi east of Piney Branch Rd",Montgomery,Silver Spring,MD,20904,Compliance,6812,-77.0013500000482,39.0724350001492
150856,MNCPPC-Sligo Creek Parkway,"Sligo Creek Pkwy, 700' so of Dennis Ave",Montgomery,Silver Spring,MD,21901,Compliance,6813,-77.021006997079,39.025506860264
98580,John Hubbard,161 Fair Prospect Farm Ct,Queen Anne's,Stevensville,MD,21666,Compliance,6814,-76.3067350242791,38.9683120044454
157543,Southern Boulevard - Phase I,Southern Blvd.,Washington,Hagerstown,MD,21740,Compliance,6815,-77.720120271362,39.6117738657895
162601,John and Jane Vezeris,227 Homeport Dr,Queen Anne's,Grasonville,MD,21638,Compliance,6816,-76.2012450007772,38.970099989945
79237,Sun TRS Frontier LLC-Frontiertown Campground,8430 Stephen Decatur Highway,Worcester,Berlin,MD,21811,Compliance,6817,-75.1503771593383,38.2919073085787
92370,"Routenberg, John/single Family Home And",END OF POINT PLACE,Wicomico,Salisbury,MD,,Compliance,6818,-75.6243541666351,38.3474296024955
109514,Norman and Shelly O'Foran,"Oakley Rd, Map 39, Parcel 216",St. Mary's,Avenue,MD,20609,Compliance,6819,-76.7383146592346,38.2770091131336
161963,Justin Balchun,19188 Green Glade Ln,St. Mary's,Drayden,MD,20630,Compliance,6820,-76.4570979848058,38.1942349899439
11339,AES Warrior Run,"11600 Mexico Farms Road, S.E.",Allegany,Cumberland,MD,21502,Compliance,6821,-78.7461600357022,39.5958599822194
164254,"PAF 19-3060, Jones Well Drilling",3019 Michael Rd,Frederick,Mount Airy,MD,21771,Compliance,6822,-77.1003639590724,39.4430140079077
136218,ICC Stream Restoration of Mill Creek RC-E (RC-2),"Mill Creek Stream in vicinity of MD 200 and Shady Grove Road, MO ADC 20C9",Montgomery,Rockville,MD,20850,Compliance,6823,-77.1548899154593,39.1369600453105
155442,AL DPW-Bridge No A-116 Orleans Road South,"Orleans Road South, just east of intersection with Appel Rd",Allegany,Little Orleans,MD,21766,Compliance,6824,-78.3869949998663,39.6975449996992
137188,US Coast Guard-Webster Field NAS,NW of Villa Road Gate,St. Mary's,Saint Inigoes,MD,20684,Compliance,6825,-76.4094990759153,38.1548456978588
159062,Upper Jutland Lot 500-45,"17183 Jutland Dr, Lot 500-45",St. Mary's,Saint Inigoes,MD,20684,Compliance,6826,-76.4131909774599,38.1387319968371
97956,Peter Powell,450 Park Creek Rd,Anne Arundel,Pasadena,MD,21122,Compliance,6827,-76.4718340412529,39.0837479938538
161402,Jeff and Helen Krissoff,41709 Breton Beach Rd,St. Mary's,Leonardtown,MD,20650,Compliance,6828,-76.6447579844261,38.2265219965719
160224,John Vallandingham,41641 Duke Dr,St. Mary's,Leonardtown,MD,20650,Compliance,6829,-76.6343820269745,38.2777340000679
159646,17496 Garrett Highway SFH,17496 Garrett Highway,Garrett,Oakland,MD,21550,Compliance,6830,-79.3525130303036,39.4797269949391
164290,40166 Rosebud Ln,40166 Rosebud Ln,St. Mary's,Leonardtown,MD,20650,Compliance,6831,-76.688014975324,38.2683800057557
160540,Cynthia Burke,44364 Hodges Ct,St. Mary's,Leonardtown,MD,20650,Compliance,6832,-76.541624029912,38.1858750050225
111582,"Snyder, Larry T/carport Roof And Patio",15105 Mt Savage Rd NW,Allegany,Mount Savage,MD,21545,Compliance,6833,-78.867566035709,39.6999579804139
163991,Sharpsburg Elementary School,"Southside of MD Rt 34, , west of S. Potomac St",Washington,Sharpsburg,MD,21782,Compliance,6834,-77.7494899996702,39.4565799997104
163219,Ravens Walk Renovation,"39.2806, -76.6209, (north of M&T Bank Stadium, near MLK Blvd)",Baltimore City,Baltimore City,MD,21230,Compliance,6835,-76.6114299996,39.2749499996531
164253,Debbies Properties LLC (Citizen Complaint),12800 Bedford Road,Allegany,Cumberland,MD,21502,Compliance,6836,-78.7200820067846,39.6992489975333
163112,CL DPW - Y Road,Y Rd - 0.49 M from Middleburg Rd,Carroll,Keymar,MD,21757,Compliance,6837,-77.2364096819919,39.6026644403686
163060,MD SHA - MD 832 Old Taneytown Rd,3405 Old Taneytown Rd,Carroll,Taneytown,MD,21787,Compliance,6838,-77.1176050314697,39.6302950191131
163259,CL DPW-Mayberry Road East,"Mayberry Rd East, 0.14 mile east of Babylon Rd",Carroll,Westminster,MD,21158,Compliance,6839,-77.0209149997125,39.5819400000852
164318,SINK HOLE AT 6215 WOLVERTON LN CLINTON MD,6215 WOLVERTON LN,Prince George's,Clinton,MD,20735,Compliance,6840,-76.8997729462958,38.7884217773773
163237,BGE - Tannery Hill Rd,Approx 1301 Tannery Hill Rd,Carroll,Westminster,MD,21157,Compliance,6841,-76.9499470187803,39.5719799819834
162835,CL DPW-Jefferson Ave,"nearest to 4219 Jefferson Ave, 0.2 miles from Roosevelt Rd",Carroll,Sykesville,MD,21784,Compliance,6842,-76.9890200146142,39.4566579860986
164319,USDA BARC EAST/WEST WWTP IMPROVEMENTS,BEAVER DAM ROAD AND 10300 BALTIMORE AVENUE,Prince George's,Beltsville,MD,20705,Compliance,6843,-76.9234554540149,39.0238428930424
164059,Randy Sloan FHO,", End of Burnt Mill Drive",St. Mary's,Hollywood,MD,20636,Compliance,6844,-76.6383951274371,38.3311962275018
164381,Hub Scrap Metals llc,449 North Prospect Street,Washington,Hagerstown,MD,21740,Compliance,6845,-77.7201399848909,39.6507399900843
163718,Smithbrooke Court,", 7735 Smithbrooke Court",Calvert,Owings,MD,20736,Compliance,6846,-76.6054460205569,38.6892110149574
18553,Deep Water Subdivision - Phase I,"Deep Water Rd, N Of Mallard Cove",Dorchester,Woolford,MD,21677,Compliance,6847,-76.1824598986796,38.5206900436118
22942,Bromwell's Adventure - Section I,Old Madison Rd & Rte 16,Dorchester,Madison,MD,21648,Compliance,6848,-76.2219498942651,38.5070900287181
90830,"Bank Of The Eastern Shore/mckeil Point,","LOT 14, MCKEIL POINT SUBDIVISION",Dorchester,Woolford,MD,,Compliance,6849,-76.1905899996489,38.5095499996667
163719,J. Keen construction,1455 Skinners turn Road,Calvert,Owings,MD,20736,Compliance,6850,-76.623760982164,38.6830250029496
157687,MD SHA-Project No MO296A21-Trib to Cabin John Creek-Bay TMDL,"Tower Oaks Blvd and Preserve Pkwy, 39.061039, -77.153367",Montgomery,Rockville,MD,20852,Compliance,6851,-77.1551598969314,39.0613400236527
4683,"C & C Manufacturing, Inc.",8255 Beechcraft Ave,Montgomery,Gaithersburg,MD,20879,Compliance,6852,-77.1685519991533,39.1679600109487
164461,PAF 19-3063 / 9358 Gentle Way,9358 Gentle Way,Howard,Columbia,MD,21045,Compliance,6853,-76.8358139958077,39.188442993328
159608,"A A Refuse, Inc",8001 Beechcraft Ave,Montgomery,Gaithersburg,MD,20879,Compliance,6854,-77.1635400394684,39.1644940102469
159077,Eliza Davis SHA entrance,"Intersection of New Market, Turner Rd",St. Mary's,Mechanicsville,MD,20659,Compliance,6855,-76.7034599615321,38.4618800388873
164102,Highlands Water Park P25 Radio System Upgrade,", 2812 Waterford Way",Calvert,Chesapeake Beach,MD,20732,Compliance,6856,-76.5508140324238,38.7075530079051
164355,9623 Reisterstown Rd,9623 Reisterstown Rd,Baltimore,Owings Mills,MD,21117,Compliance,6857,-76.7585750097261,39.4047289947689
214,Reliance Treated Wood,2000 Industrial Park Rd,Caroline,Federalsburg,MD,21632,Compliance,6858,-75.7524231525639,38.6821747120279
154984,Dennis Burke,25934 St. Michaels Rd,Talbot,Newcomb,MD,21653,Compliance,6859,-76.1780589802375,38.7545119920994
164317,Ann C. May FHO,"29100 29106 Three Notch rd, 29100 & 29106 Three Notch Rd",St. Mary's,Mechanicsville,MD,20659,Compliance,6860,-76.7713600107161,38.4680630070613
163720,Dumbarton Drive#1,Dumbarton Drive,Calvert,Dunkirk,MD,20754,Compliance,6861,-76.6366487162865,38.7350926412159
75244,Owen Wormser,25911 Goose Neck Road,Talbot,Royal Oak,MD,21662,Compliance,6862,-76.1798419788713,38.7154210168856
154935,"Dominion Cove Point LNG, LP - Charles Station",6855 Barrys Hill Road,Charles,Bryans Road,MD,20616,Compliance,6863,-77.0717300372202,38.6659500184126
73233,Marshalls Riverbank Nurseries,Williams Farm -Pemberton Dr,Wicomico,Salisbury,MD,21801,Compliance,6864,-75.6407835159518,38.35434795786
117461,Jessup Plant,7955 Dorsey Run Rd,Howard,Jessup,MD,20794,Compliance,6865,-76.7797229702784,39.1517440042152
158189,Paul and kathleen O'Brien,31600 Swan Creek Ln,St. Mary's,Leonardtown,MD,20650,Compliance,6866,-76.6340299026545,38.2631500340119
163693,Sewage discharge near Linkwood Rd and W University Pkwy,"Near Linkwood Rd. and W University Pkwy., 39.336594,-76.623715",Baltimore City,Baltimore City,MD,21210,Compliance,6867,-76.6235199183592,39.3361200578659
163696,2422 Johnson Mill Road,2422 Johnson Mill Road,Harford,Forest Hill,MD,21050,Compliance,6868,-76.3573390044074,39.5866499883054
163398,29 Chestnut Hill Avenue,29 Chestnut Hill Avenue,Anne Arundel,Severna Park,MD,21146,Compliance,6869,-76.5690060317365,39.0995949873601
99625,Ashton Pond Community Association,Pond Road,Montgomery,Ashton,MD,20861,Compliance,6870,-76.9892137336103,39.1513959714926
67217,Entrance renovation & parking garage at Murphy Court of Appeals,38.985880 -76.501970,Anne Arundel,Annapolis,MD,21401,Compliance,6871,-76.4982241996975,38.9769344997187
163320,Glasstech Gas Line,MD Rt 63 to Kendle Rd,Washington,Williamsport,MD,21795,Compliance,6872,-77.7978313284137,39.5853135440905
9787,SUBURBAN CLUB,7600 Park Heights Ave,Baltimore,Pikesville,MD,21208,Compliance,6873,-76.7182709635251,39.3756810059917
23194,Pr. Geo. County Dept. Of Public Works - Brandywine,12911 Cherry Tree Crossing Rd,Prince George's,Brandywine,MD,20613,Compliance,6874,-76.8394167889677,38.7113980804479
163697,3106 Rocks Road,3106 Rocks Road,Harford,Jarrettsville,MD,21084,Compliance,6875,-76.4007369787026,39.6176900199374
162313,Tennyson Custom Builders LLC,46369 Cherryfield Ln,St. Mary's,Drayden,MD,20630,Compliance,6876,-76.471270023222,38.1470939929514
34632,City Of Cumberland Maryland,215 Bowen St,Allegany,Cumberland,MD,21502,Compliance,6877,-78.7671704165738,39.6317117794936
163327,48864 Spring Ridge rd,48864 Spring Ridge Rd,St. Mary's,Lexington Park,MD,20653,Compliance,6878,-76.3847390264365,38.2142650138642
163695,4066 Waterfront Road,4066 Waterfront Road,Wicomico,Bivalve,MD,21814,Compliance,6879,-75.8934529667332,38.3080049923445
8701,"Amick Farms, LLC",274 Nealson Street,Dorchester,Hurlock,MD,21643,Compliance,6880,-75.8574909975267,38.6348420096752
162554,Guy Pilli,"200 Wye Narrows Dr, 200 Wye Narrows Dr",Queen Anne's,Queenstown,MD,21658,Compliance,6881,-76.1491880172363,38.9101060148197
164454,Food Lion,9936 Steven Decatur Highway,Worcester,Ocean City,MD,21842,Compliance,6882,-75.0571099998677,38.445054999882
159440,Kenneth Carlton,"17722 Rosecroft Rd, Lot 19, Blk C",St. Mary's,Saint Marys City,MD,20686,Compliance,6883,-76.4270919186964,38.1817860132167
11911,SHA - Marlboro Shop,6500 SE Crain Hwy,Prince George's,Upper Marlboro,MD,20772,Compliance,6884,-76.7557685020986,38.7990769497005
163698,2107-2109 Columbia Park Road,2107-2109 Columbia Park Road,Harford,Edgewood,MD,21040,Compliance,6885,-76.3125373433105,39.4512442680264
162369,Wor-Wic Community College Offsite Ground Mount,", 7933 Quantico Rd",Wicomico,Hebron,MD,21830,Compliance,6886,-75.6926509810189,38.4099070162987
118804,"PSC Industrial Outsourcing, LP",4510 North Point Blvd,Baltimore,Sparrows Point,MD,21219,Compliance,6887,-76.4597620052562,39.2524280114271
145913,"CE DPW-Bohemia Church Road, XCE-1074",1077 Bohemia Church Road,Cecil,Warwick,MD,21912,Compliance,6888,-75.8239064134313,39.4294755195101
22062,"Quarry Products Unlimited, Inc.",Twifford Rd & Sharptown Rd,Wicomico,Sharptown,MD,21837,Compliance,6889,-75.726139952927,38.534220027811
168316,Water main break to Jones Falls near Mill No. 1,3000 Falls Rd,Baltimore City,Baltimore City,MD,21211,Compliance,6890,-76.6305580344556,39.3229670077414
163197,Port Tobacco Restaurant,7536 Shirley Boulevard,Charles,Port Tobacco,MD,20677,Compliance,6891,-77.0264100086785,38.497619986936
164855,Route 198 Bridge,Route 198 and Bald Eagle Dr.,Anne Arundel,Odenton,MD,21113,Compliance,6892,-76.7197600001603,39.0638199998784
161686,P-975 Unaccompanied Housing,"38.3, -76.5, Patuxent Naval Air Station, (near intersection of Buse Rd and Cuddihy Rd)",St. Mary's,Patuxent River,MD,20670,Compliance,6893,-76.4532199298764,38.276060050236
163740,Un-Authorized Discharge Grout into the State Waters,4000 Garden City Drive,Prince George's,Hyattsville,MD,20785,Compliance,6894,-76.8732581367241,38.946222043418
158260,Brian Sears,31307 Kingston Rd,Talbot,Easton,MD,21601,Compliance,6895,-75.9843940178273,38.7768379875491
163309,Lynn & Sherry Davis,"7536 Shirley Boulevard, Slip 10",Charles,Port Tobacco,MD,20677,Compliance,6896,-77.0264100086785,38.497619986936
162195,CL DPW - BTR Property,620 Hanover Pk,Carroll,Hampstead,MD,21074,Compliance,6897,-76.8451050623822,39.5918049871079
106475,Naval Support Activity Annapolis Denitrification Filter & Influent Pump Station,"Alder Rd, 38.988427 -76.460138",Anne Arundel,Annapolis,MD,21402,Compliance,6898,-76.4648837435604,38.9901981227156
160038,FR DPW - Othello Regional Park - Phase I,"1901-A Jefferson Pike, 39.34645, -77.60358",Frederick,Knoxville,MD,21783,Compliance,6899,-77.6027589745496,39.3443709932195
36069,Tumbleweed Express Inc,1545 B Old Westminster Pike,Carroll,Westminster,MD,21157,Compliance,6900,-76.9401579612466,39.5450749947632
163310,Michael & Alma Gartland,"7536 Shirley Boulevard, Slip 11",Charles,Port Tobacco,MD,20677,Compliance,6901,-77.0264100086785,38.497619986936
163218,"Demolition of Buildings 3213, 3215 & 3216","38.8149, -76.857, Joint Base Andrews, (near intersection of N Carolina Ave and E Perimeter Rd)",Prince George's,Andrews Air Force Base,MD,20762,Compliance,6902,-76.8564598807612,38.8148700348113
163311,Joseph Kimble,"7536 Shirley Boulevard, Slips 12 & 13",Charles,Port Tobacco,MD,20677,Compliance,6903,-77.0264100086785,38.497619986936
163456,"Storm Water Drainage At 3104 Crest Avenue, Cheverly. MD",3104 Crest Avenue,Prince George's,Hyattsville,MD,20785,Compliance,6904,-76.9175877591903,38.9289466051054
162370,"McDonald's of Pocomoke USA, LLC",", 601 Linden Ave",Worcester,Pocomoke City,MD,21851,Compliance,6905,-75.5590390017149,38.0747549832361
150492,MD SHA-Contract MO746M21-MD 97 Mitigation Site,Brighton Dam Road,Montgomery,Brookeville,MD,20833,Compliance,6906,-77.0355222341547,39.194411019024
163312,"Robert Farley & D. Barber, et al.","7536 Shirley Boulevard, Slip 15",Charles,Port Tobacco,MD,20677,Compliance,6907,-77.0264100086785,38.497619986936
11822,Montgomery County Schools - West Farm Depot,11920 Bournefield Way,Montgomery,Colesville,MD,20904,Compliance,6908,-76.9629760165745,39.0531820010797
163616,97 Dover Rd NE,97 Dover Rd NE,Anne Arundel,Glen Burnie,MD,21060,Compliance,6909,-76.6066874491604,39.1863483630384
162989,The Shoppes at McIntosh,25805 Point Lookout Road,St. Mary's,Leonardtown,MD,20650,Compliance,6910,-76.6499789883658,38.3017269883877
163313,Joseph Dorsey,"7536 Shirley Boulevard, Slip 16",Charles,Port Tobacco,MD,20677,Compliance,6911,-77.0264100086785,38.497619986936
154241,Town of Perryville Site Improvments for Perryville Town Hall,515 Broad St,Cecil,Perryville,MD,21903,Compliance,6912,-76.0732240028509,39.5594179813216
23197,WMATA - Glenmont Yard,12750 Layhill Rd,Montgomery,Silver Spring,MD,20906,Compliance,6913,-77.0492979682069,39.0660900060677
19143,"Dennis Point Marina, Inc",46555 Dennis Point Way,St. Mary's,Drayden,MD,20630,Compliance,6914,-76.4689479842138,38.1572179906094
150203,MD SHA-Project No MO945A21-MD 320,MD 320: MD 193 to MD 650,Montgomery,Silver Spring,MD,20901,Compliance,6915,-77.0010915906736,39.0107048324885
162146,Columbia Gas - Grand Avenue Gas Line,"Grand Ave, Arch St, Seymour St, Pennsylvanie Ave, and Industrial Blvd.",Allegany,Cumberland,MD,21502,Compliance,6916,-78.759709884783,39.6318500304082
