"","Site.No","Site.Name","Street.Address","City..State.Zip","County","Inspection.Type","Inspection.Date","Permit.No","NPDES.No","Complaint.Tracking.No","Inspection.Reason","Site.Status","Site.Condition","Recommended.Actions","Compliance.Assist.","Latitude","Longitude"
"396",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Waterway Construction","09/19/2019","16-NT-0331",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"397",150623,"St Charles Community LLC-Village of Wooded Glen Neighborhood 2","S side of St. Charles Pkwy, 2 miles S of the intersection of St. Charles Parkway and Bill, 2 miles S of the intersection of St. Charles Pkwy and, Billingsley Rd","Saint Charles,MD,20602","Charles","Waterway Construction","09/19/2019","15-NT-0383",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"398",164068,"XY55 Temporary Space Sote","38.60, -77.7, Naval Support Facilit-Indian Head, (southeast of N Patterson Rd/N Jackson Rd intersection)","Indian Head,MD,20640","Charles","State_federal SWM","09/27/2019","19-SF-0217",NA,NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"399",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","09/27/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"400",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","09/27/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"401",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","Sediment_Erosion","10/02/2019","17-NT-0434,MRRCNS0LA","MDRCNS0LA",NA,NA,"Active","Corrective Actions Required","Continue Routine Inspection","N",NA,NA
"402",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","NPDES Construction Activity","10/02/2019","17-NT-0434,MRRCNS0LA","MDRCNS0LA",NA,NA,"Active","Corrective Actions Required","Continue Routine Inspection","N",NA,NA
"403",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","Nontidal Wetlands","10/02/2019","17-NT-0434,MRRCNS0LA","MDRCNS0LA",NA,NA,"Active","Corrective Actions Required","Continue Routine Inspection","N",NA,NA
"404",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","State_federal SWM","10/07/2019","17-SF-0024","MDRCK02QS",NA,NA,"Active","Additional Investigation Required","Continue Routine Inspection","N",NA,NA
"405",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","NPDES Construction Activity","10/07/2019","17-SF-0024","MDRCK02QS",NA,NA,"Active","Additional Investigation Required","Continue Routine Inspection","N",NA,NA
"406",156357,"HO SWM-Church Hill Way","10430 Churchill Way-10434 Churchill Way, 39.154935 -76.864001, Stormwater outfall btwn 10430-10434 Churchill Way (in backyard) - approx 150 ft SE of Churchill Way","Laurel,MD,20723","Howard","Nontidal Wetlands","10/16/2019","17-NT-3225",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"407",160141,"LOBS, LLC","Evergreen Rd, Map 36, Parcel 61, Bulk Parcel B, South west of Evergreen Road and MD Rte 3 (Crain Highway) intersection","Gambrills,MD,21054","Anne Arundel","Nontidal Wetlands","10/17/2019","18-NT-0111",NA,"20-2170",NA,"Active","Noncompliance","Continue Routine Inspection,Refer to Others (See Findings)","N",NA,NA
"408",160141,"LOBS, LLC","Evergreen Rd, Map 36, Parcel 61, Bulk Parcel B, South west of Evergreen Road and MD Rte 3 (Crain Highway) intersection","Gambrills,MD,21054","Anne Arundel","Sediment_Erosion","10/17/2019","18-NT-0111",NA,"20-2170",NA,"Active","Noncompliance","Continue Routine Inspection,Refer to Others (See Findings)","N",NA,NA
"409",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","10/17/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"410",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","10/17/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"411",156226,"MO DOT-Quince Mill Dr Culvert Rehabilitation","Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection","Gaithersburg,MD,20878","Montgomery","Nontidal Wetlands","10/17/2019","17-NT-3256",NA,NA,NA,"Complete","Additional Investigation Required","Additional Investigation Required","N",NA,NA
"412",156226,"MO DOT-Quince Mill Dr Culvert Rehabilitation","Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection","Gaithersburg,MD,20878","Montgomery","Waterway Construction","10/17/2019","17-NT-3256",NA,NA,NA,"Complete","Additional Investigation Required","Additional Investigation Required","N",NA,NA
"413",160141,"LOBS, LLC","Evergreen Rd, Map 36, Parcel 61, Bulk Parcel B, South west of Evergreen Road and MD Rte 3 (Crain Highway) intersection","Gambrills,MD,21054","Anne Arundel","NPDES Construction Activity","10/18/2019","18-NT-0111","MDRCB03JB",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"414",160141,"LOBS, LLC","Evergreen Rd, Map 36, Parcel 61, Bulk Parcel B, South west of Evergreen Road and MD Rte 3 (Crain Highway) intersection","Gambrills,MD,21054","Anne Arundel","Nontidal Wetlands","10/18/2019","18-NT-0111","MDRCB03JB",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"415",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","NPDES Construction Activity","10/21/2019","17-NT-0434,MRRCNS0LA","MDRCNS0LA",NA,NA,"Active","Compliance Assistance Rendered","Continue Routine Inspection","N",NA,NA
"416",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","Sediment_Erosion","10/21/2019","17-NT-0434,MRRCNS0LA","MDRCNS0LA",NA,NA,"Active","Compliance Assistance Rendered","Continue Routine Inspection","N",NA,NA
"417",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","Nontidal Wetlands","10/21/2019","17-NT-0434,MRRCNS0LA","MDRCNS0LA",NA,NA,"Active","Compliance Assistance Rendered","Continue Routine Inspection","N",NA,NA
"418",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","10/22/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"419",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","10/22/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"420",156226,"MO DOT-Quince Mill Dr Culvert Rehabilitation","Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection","Gaithersburg,MD,20878","Montgomery","Nontidal Wetlands","10/24/2019","17-NT-3256",NA,NA,NA,"Complete","Satisfactory/Compliance","Additional Investigation Required,Continue Routine Inspection","N",NA,NA
"421",156226,"MO DOT-Quince Mill Dr Culvert Rehabilitation","Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection","Gaithersburg,MD,20878","Montgomery","Waterway Construction","10/24/2019","17-NT-3256",NA,NA,NA,"Complete","Satisfactory/Compliance","Additional Investigation Required,Continue Routine Inspection","N",NA,NA
"422",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","10/25/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"423",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","10/25/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"424",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","11/05/2019","14-SF-0063",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"425",156226,"MO DOT-Quince Mill Dr Culvert Rehabilitation","Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection","Gaithersburg,MD,20878","Montgomery","Nontidal Wetlands","11/07/2019","17-NT-3256",NA,NA,NA,"Complete","Noncompliance","Additional Investigation Required","N",NA,NA
"426",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","11/13/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"427",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","11/13/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"428",149126,"UM Shady Grove/Bio Science and Engineering Bldg.","Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding","College Park,MD,20742","Prince George's","NPDES Construction Activity","11/14/2019","15-NT-3223,16-SF-0044","MDRCPS0DD",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"429",149126,"UM Shady Grove/Bio Science and Engineering Bldg.","Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding","College Park,MD,20742","Prince George's","Nontidal Wetlands","11/14/2019","15-NT-3223,16-SF-0044","MDRCPS0DD",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"430",149126,"UM Shady Grove/Bio Science and Engineering Bldg.","Facility Management Dept of Design and Construction, Attn: Christopher Y. Hoe, P.E., 0600 Service Buillding","College Park,MD,20742","Prince George's","State_federal SWM","11/14/2019","15-NT-3223,16-SF-0044","MDRCPS0DD",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"431",156226,"MO DOT-Quince Mill Dr Culvert Rehabilitation","Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection","Gaithersburg,MD,20878","Montgomery","Nontidal Wetlands","11/14/2019","17-NT-3256",NA,NA,NA,"Complete","Noncompliance","Additional Investigation Required","N",NA,NA
"432",162192,"Mapes Road 16-inch Waterline Replacement","39.10, -76.73, Ft Meade , (parallel to Mapes Rd, starting from Ernie Pyles Dr intersection, heading east)","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","11/15/2019","19-SF-0022",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"433",163840,"Columbas Gas of Maryland - Frederickj Street Gas Line, Phase 3","Frederidk and Bedford Street, Between Lowell Avenue and Schlund Avenue, and all conector streets in between","Cumberland,MD,21502","Allegany","NPDES Construction Activity","11/25/2019","19-AL-0039","MDRCA046D",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"434",163840,"Columbas Gas of Maryland - Frederickj Street Gas Line, Phase 3","Frederidk and Bedford Street, Between Lowell Avenue and Schlund Avenue, and all conector streets in between","Cumberland,MD,21502","Allegany","Sediment_Erosion","11/25/2019","19-AL-0039","MDRCA046D",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"435",156226,"MO DOT-Quince Mill Dr Culvert Rehabilitation","Quince Mill Drive, 39.10969095 -77.24684005, Quince Mill Rd- Just east of Quince Orchard Rd/Quince Mill Dr intersection","Gaithersburg,MD,20878","Montgomery","Nontidal Wetlands","11/27/2019","17-NT-3256",NA,NA,NA,"Complete","Compliance Assistance Rendered","Close File","Y",NA,NA
"436",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Sediment_Erosion","12/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"437",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","NPDES Construction Activity","12/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"438",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Waterway Construction","12/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"439",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Nontidal Wetlands","12/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"440",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","Nontidal Wetlands","12/03/2019","17-NT-0434","MDRCNS0LA",NA,NA,"Active","Additional Investigation Required","Additional Investigation Required,Continue Routine Inspection","N",NA,NA
"441",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","Sediment_Erosion","12/03/2019","17-NT-0434","MDRCNS0LA",NA,NA,"Active","Additional Investigation Required","Additional Investigation Required,Continue Routine Inspection","N",NA,NA
"442",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","NPDES Construction Activity","12/03/2019","17-NT-0434","MDRCNS0LA",NA,NA,"Active","Additional Investigation Required","Additional Investigation Required,Continue Routine Inspection","N",NA,NA
"443",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","NPDES Construction Activity","12/04/2019",NA,"MDRCNS0LA",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"444",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Sediment_Erosion","12/06/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"445",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Waterway Construction","12/06/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"446",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Nontidal Wetlands","12/06/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"447",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","NPDES Construction Activity","12/06/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"448",164068,"XY55 Temporary Space Sote","38.60, -77.7, Naval Support Facilit-Indian Head, (southeast of N Patterson Rd/N Jackson Rd intersection)","Indian Head,MD,20640","Charles","State_federal SWM","12/11/2019","19-SF-0217",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"449",163839,"Columbia Gas of Maryland - Ridgewood Avenue Gas Line","Ridgewood Ave from Brookfield to Warwick Avenues, to include parts of Kent, Brookfield and Warwick w, Greeneway Avenue","Cumberland,MD,21502","Allegany","Sediment_Erosion","12/13/2019","19-AL-0038",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"450",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","12/18/2019","14-SF-0063","MDRC14203M",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"451",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","NPDES Construction Activity","12/18/2019","14-SF-0063","MDRC14203M",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"452",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","NPDES Construction Activity","12/30/2019","14-SF-0063","MDRCBF03M",NA,NA,"Active","Noncompliance","Refer to Others (See Findings)","N",NA,NA
"453",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","12/30/2019","14-SF-0063","MDRCBF03M",NA,NA,"Active","Noncompliance","Refer to Others (See Findings)","N",NA,NA
"454",159511,"SMECO-Point Lookout State Park","Point Lookout Rd from Camp Brown Rd to the Causeway on Point Lookout State Park, 38.081465, -76.358263","Scotland,MD,20687","St. Mary's","Nontidal Wetlands","12/31/2019","17-NT-0484",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"455",164743,"IDEA Factory","38.99, - 76.94, University of Maryland, College Park, Potomac Bldg, (just northeast of Stadium Dr/Engineering Dr)","College Park,MD,20742","Prince George's","State_federal SWM","01/02/2020","19-SF-0162","MDRCQ04T7",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"456",164743,"IDEA Factory","38.99, - 76.94, University of Maryland, College Park, Potomac Bldg, (just northeast of Stadium Dr/Engineering Dr)","College Park,MD,20742","Prince George's","NPDES Construction Activity","01/02/2020","19-SF-0162","MDRCQ04T7",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"457",163658,"UMES School of Pharmacy - Base Bid","38.2129, -75.6769, University of Maryland Eastern Shore, (northwwest of Marion Dr/College Backbone Rd intersection)","Princess Anne,MD,21853","Somerset","NPDES Construction Activity","01/06/2020","19-SF-0106","MDRCSS0Q8",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"458",163658,"UMES School of Pharmacy - Base Bid","38.2129, -75.6769, University of Maryland Eastern Shore, (northwwest of Marion Dr/College Backbone Rd intersection)","Princess Anne,MD,21853","Somerset","Sediment_Erosion","01/06/2020","19-SF-0106","MDRCSS0Q8",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"459",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","01/10/2020",NA,"MDRCH03FC",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"460",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","01/10/2020",NA,"MDRCH03FC",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"461",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Waterway Construction","01/10/2020","16-NT-0331",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"462",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Nontidal Wetlands","01/10/2020","16-NT-0331",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"463",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","01/29/2020","14-SF-0063",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"464",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Nontidal Wetlands","02/10/2020","16-NT-0331",NA,"20-2323",NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"465",167026,"2020 R&R Water Line Replacement - East Perimeter Road","38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)","Joint Base Andrews,MD,20762","Prince George's","NPDES Construction Activity","02/19/2020","20-SF-0062","MDRCQF07V",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"466",167026,"2020 R&R Water Line Replacement - East Perimeter Road","38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)","Joint Base Andrews,MD,20762","Prince George's","State_federal SWM","02/19/2020","20-SF-0062","MDRCQF07V",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"467",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","Sediment_Erosion","03/04/2020","17-NT-0434","MDRCNS0LA",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection,Continue Routine Investigation","N",NA,NA
"468",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","Nontidal Wetlands","03/04/2020","17-NT-0434","MDRCNS0LA",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection,Continue Routine Investigation","N",NA,NA
"469",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","NPDES Construction Activity","03/04/2020","17-NT-0434","MDRCNS0LA",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection,Continue Routine Investigation","N",NA,NA
"470",137916,"Saint Charles Communities LLC","Billingsley Rd, from US Route 301 and Maryalnd Route 5; 2.5 miles south on 301 to left on Billingsley Road, 2.5 mile, east on billingsley rd to project","Saint Charles,MD,20602","Charles","Nontidal Wetlands","03/06/2020","12-NT-0271",NA,NA,NA,"Inactive","Satisfactory/Compliance","Close File","N",NA,NA
"471",167026,"2020 R&R Water Line Replacement - East Perimeter Road","38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)","Joint Base Andrews,MD,20762","Prince George's","NPDES Construction Activity","03/10/2020","20-SF-0062","MDRCQF07V",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"472",167026,"2020 R&R Water Line Replacement - East Perimeter Road","38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)","Joint Base Andrews,MD,20762","Prince George's","State_federal SWM","03/10/2020","20-SF-0062","MDRCQF07V",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
